"Record Id","Lead Owner.id","Lead Owner",Company,"First Name","Last Name",Title,Email,Phone,Fax,Mobile,Website,"Lead Source","Lead Status",Industry,"No. of Employees","Annual Revenue",Rating,"Created By.id","Created By","Modified By.id","Modified By","Created Time","Modified Time","Lead Name",Street,City,State,"Zip Code",Country,Description,"Skype ID","Email Opt Out",Salutation,"Secondary Email",Currency,"Exchange Rate","Last Activity Time",Twitter,Tag,"Converted Date Time","Lead Conversion Time","Unsubscribed Mode","Unsubscribed Time","Converted Account.id","Converted Account","Converted Contact.id","Converted Contact","Converted Deal.id","Converted Deal","Change Log Time","Is Converted",Locked,"Last Enriched Time","Enrich Status","Data Processing Basis Details.id","Data Processing Basis","Data Source"
zcrm_6045419000000486196,zcrm_6045419000000489059,Débora,,,"Somos Zetta",,websialive+85176+leadknftoY6oxgHQeFrMhzw1pe@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Somos Zetta",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486197,zcrm_6045419000000489059,Débora,,,"Edenred Brasil",,websialive+85176+leadie8db5ze2Jrq7FofLVijaX@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Edenred Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486198,zcrm_6045419000000489059,Débora,,,"ACT Investimentos",,websialive+85176+leadnxW5E1sNz5SYzkWnPNL97o@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","ACT Investimentos",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486199,zcrm_6045419000000489059,Débora,,,Adecoagro,,websialive+85176+lead44nG38N3JEc2kWEp8bKQXk@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Adecoagro,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486200,zcrm_6045419000000489059,Débora,,,"AGM Logística",,websialive+85176+leadkmmsxCVFH2DesQXGoXruwo@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","AGM Logística",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486201,zcrm_6045419000000489059,Débora,,,"Ágora Investimentos",,websialive+85176+leadrDBaWzYT5jMpgrGnhgLEgP@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Ágora Investimentos",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486202,zcrm_6045419000000489059,Débora,,,"ACCOR Brasil",,websialive+85176+leadkqHgCoxZiSF9qkoc486DUJ@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","ACCOR Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486203,zcrm_6045419000000489059,Débora,,,"Amêndoas do Brasil",,websialive+85176+lead2jLWbYdZeet4YpTiSTU5Ur@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Amêndoas do Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486204,zcrm_6045419000000489059,Débora,,,"Ambev S.A",,websialive+85176+leadej5sYvMxUmVmFCMGTtjxyH@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Ambev S.A",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486205,zcrm_6045419000000489059,Débora,,,"Amgen Brasil",,websialive+85176+leadkWDo5g1pCTL1PRVBfLWeG5@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Amgen Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486206,zcrm_6045419000000489059,Débora,,,Amil,,websialive+85176+leadaPn5uBac28Vf6jArDCyJT3@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Amil,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486207,zcrm_6045419000000489059,Débora,,,"Anglo American",,websialive+85176+leademFPdZGxJKvYvoqWbzoriB@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Anglo American",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486208,zcrm_6045419000000489059,Débora,,,"Aquanima Brasil",,websialive+85176+lead3wSVo1WGMXScC38BWFH9HG@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Aquanima Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486209,zcrm_6045419000000489059,Débora,,,"Associação Comercial de São Paulo",,websialive+85176+leadnrmmJ4b7h5Wr84Szosgvhn@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Associação Comercial de São Paulo",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486210,zcrm_6045419000000489059,Débora,,,"Astor Capital",,websialive+85176+leadx8NWFiH6oedakBoPdgTffw@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Astor Capital",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486211,zcrm_6045419000000489059,Débora,,,"Atento Brasil",,websialive+85176+leadmqAgSM6B3PBNaFZKokAZqC@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Atento Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486212,zcrm_6045419000000489059,Débora,,,"Atlas Copco Brasil",,websialive+85176+leadk6m8TP4ziUdinw8oU6J5j8@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Atlas Copco Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486213,zcrm_6045419000000489059,Débora,,,"Autoliv Brasil",,websialive+85176+lead4QYX6NvgdUCvqdvuQueCLZ@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Autoliv Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486214,zcrm_6045419000000489059,Débora,,,AnyLife,,websialive+85176+lead1tNfEVCZqUUAv8zh8fXMYp@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",AnyLife,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486215,zcrm_6045419000000489059,Débora,,,"Atvos Agroindustrial",,websialive+85176+leadpGSV7i8f2U4BQSQW9Z6xcR@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Atvos Agroindustrial",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486216,zcrm_6045419000000489059,Débora,,,"Audi Brasil",,websialive+85176+leadadrULnWFxJe1Z4WTrcVvWX@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Audi Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486217,zcrm_6045419000000489059,Débora,,,"Banco Pine",,websialive+85176+leadhC6cMUYRQXYaoq7xmgNU1p@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Banco Pine",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486218,zcrm_6045419000000489059,Débora,,,"Banco Original",,websialive+85176+leaduCGZF4dHXWQGTp4mamc7ar@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Banco Original",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486219,zcrm_6045419000000489059,Débora,,,"Brasal Incorporações",,websialive+85176+leadtyzVbFQHqws2fhmJFKSD67@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Brasal Incorporações",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486220,zcrm_6045419000000489059,Débora,,,"Banco Toyota",,websialive+85176+leadcPpwmEnySEy81FboV8PQQc@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Banco Toyota",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486221,zcrm_6045419000000489059,Débora,,,Bauducco,,websialive+85176+leadnQLpTS3auBEdtqAPCeaFUX@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Bauducco,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486222,zcrm_6045419000000489059,Débora,,,"BBC Digital",,websialive+85176+leado1bsimwwVsTuAWDWKAtMfg@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","BBC Digital",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486223,zcrm_6045419000000489059,Débora,,,"Bem Emergências Médicas",,websialive+85176+leadjsvbNvrfsT8f8vuvjxR1ma@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Bem Emergências Médicas",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486224,zcrm_6045419000000489059,Débora,,,"Ben Visa Vale",,websialive+85176+lead8kavpKq5qmodCZUUMygXPr@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Ben Visa Vale",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486225,zcrm_6045419000000489059,Débora,,,"Benfica BBTT",,websialive+85176+leadrGFzjE5V9sKRP1NzsScyvp@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Benfica BBTT",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486226,zcrm_6045419000000489059,Débora,,,Mutant,,websialive+85176+leadgwvKN8qNcRspWL9K2tWLbM@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Mutant,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486227,zcrm_6045419000000489059,Débora,,,"Berneck S.A",,websialive+85176+leadgBhCRrFLDdNcFdWGuLuPi4@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Berneck S.A",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486228,zcrm_6045419000000489059,Débora,,,"Grupo Bimbo",,websialive+85176+leadnaKPRUen7UR5Yiyysy5XHF@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Grupo Bimbo",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486229,zcrm_6045419000000489059,Débora,,,"BLK Sistemas Financeiros",,websialive+85176+leadtoyhiQDergthq2CFxqqdoh@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","BLK Sistemas Financeiros",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486230,zcrm_6045419000000489059,Débora,,,"BMP Money Plus",,websialive+85176+lead6VY4ucLCxkELYgJFjr7M6E@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","BMP Money Plus",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486231,zcrm_6045419000000489059,Débora,,,"BNP Paribas",,websialive+85176+leadm3y1Q1N4RT7rpNDTwKDzGR@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","BNP Paribas",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486232,zcrm_6045419000000489059,Débora,,,"Boa Vista Serviços",,websialive+85176+leadePbkLKW5hrjj9emqXgNXL7@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Boa Vista Serviços",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486233,zcrm_6045419000000489059,Débora,,,"Bras Onda",,websialive+85176+leadenXFFfata7Ani98rHUj3jS@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Bras Onda",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486234,zcrm_6045419000000489059,Débora,,,Brenntag,,websialive+85176+lead3kDWhHQEAuQRrU9sQAYvJz@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Brenntag,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486235,zcrm_6045419000000489059,Débora,,,"Brace Pharma",,websialive+85176+leadqUC4YHX8uwm62LJuvr5Qei@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Brace Pharma",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486236,zcrm_6045419000000489059,Débora,,,BNS,,websialive+85176+lead7Ura5pqvNV6EY3tZP4rxho@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",BNS,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486237,zcrm_6045419000000489059,Débora,,,"Broto Legal Alimentos",,websialive+85176+leadn6YqG9fyuX6iKyTXQjD3Xz@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Broto Legal Alimentos",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486238,zcrm_6045419000000489059,Débora,,,"Banco ABC Brasil",,websialive+85176+leadvDfVDVbqvfKPyB4EUdea7x@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Banco ABC Brasil",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486239,zcrm_6045419000000489059,Débora,,,BHG,,websialive+85176+leadkTvtWFDf9BivJRQFkirLCy@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",BHG,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486240,zcrm_6045419000000489059,Débora,,,"Bunge Alimentos",,websialive+85176+leadfaMNiuAvydxKv7EUpcz6Qj@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Bunge Alimentos",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486241,zcrm_6045419000000489059,Débora,,,"C&C Casa e Construção",,websialive+85176+leadcoLE7R6c8sVqN5guu2tm5Y@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","C&C Casa e Construção",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486242,zcrm_6045419000000489059,Débora,,,"Cacau Show",,websialive+85176+leadgeXeSAerFGv8GEZf5PJdcz@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Cacau Show",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486243,zcrm_6045419000000489059,Débora,,,Cargill,,websialive+85176+lead1p2jc3Ab1vNTqhBoDLAg5Y@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Cargill,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486244,zcrm_6045419000000489059,Débora,,,CBRE,,websialive+85176+lead8owkzMg1yjgq99tke9AEGx@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",CBRE,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486245,zcrm_6045419000000489059,Débora,,,CDL,,websialive+85176+lead9do8TgF8XV9nRuD822XKZP@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",CDL,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486246,zcrm_6045419000000489059,Débora,,,BSM,,websialive+85176+leaduS9NHGpCaDMCJw6grEiZZc@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",BSM,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486247,zcrm_6045419000000489059,Débora,,,"C6 Bank",,websialive+85176+lead2rUARGCe6ohvN3o6vrPhY6@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","C6 Bank",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486248,zcrm_6045419000000489059,Débora,,,Comolatti,,websialive+85176+lead6hhTTUvyoP5U6R3YifTAyT@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Comolatti,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486249,zcrm_6045419000000489059,Débora,,,"Consiga Mais",,websialive+85176+leadh4FuHjgjte8G6uE1Grv1bs@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Consiga Mais",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486250,zcrm_6045419000000489059,Débora,,,Crefisa,,websialive+85176+leadbni7njTDaXCqMNFQreCjKc@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Crefisa,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486251,zcrm_6045419000000489059,Débora,,,Crivialli,,websialive+85176+leadqS1LfQBebs8F8YhD8cnqyn@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Crivialli,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486252,zcrm_6045419000000489059,Débora,,,CSN,,websialive+85176+leadjLVZyWJ4gptFFNCyg86Nmn@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",CSN,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486253,zcrm_6045419000000489059,Débora,,,"Dalben Supermercados",,websialive+85176+lead39PKbMiCYaH3tWnVaq3Dmf@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Dalben Supermercados",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486254,zcrm_6045419000000489059,Débora,,,Desinchá,,websialive+85176+leadgw5Lp6XhwQRQMNqc2cuB3J@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",Desinchá,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486255,zcrm_6045419000000489059,Débora,,,DHL,,websialive+85176+leadgMw83xNaUyZj8AA6Vp54oP@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",DHL,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486256,zcrm_6045419000000489059,Débora,,,"Disdal Distribuidora",,websialive+85176+leadkK8rHT4vZqAUQM6Kuk1R4R@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35","Disdal Distribuidora",,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
zcrm_6045419000000486257,zcrm_6045419000000489059,Débora,,,DocuSign,,websialive+85176+leadimjNCW81vzhiN8v4UtHWER@pipedrivemail.com,,,,,"Manually created",,,,,,zcrm_6045419000000489059,Débora,zcrm_6045419000000442001,Rodrigo,"2023-12-07 16:13:35","2023-12-07 16:13:35",DocuSign,,,,,,,,false,,,BRL,1.000000000,,,,,,,,,,,,,,,false,false,,,,,Migration
